Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
Tconv_KO_1	(0.0, 0.01630643531282698)	(1.0, 0.012881283052180285)	(2.0, 0.00945613079153359)	(3.0, 0.016629853466934803)	(4.0, 0.023809736488128553)	(5.0, 0.02506336685690841)	(6.0, 0.02632623774437707)	(7.0, 0.025648599707198762)	(8.0, 0.02498328236160552)	(9.0, 0.03330590952731359)	(10.0, 0.041708621188324545)	(11.0, 0.061412487205731836)	(12.0, 0.08112251356893165)	(13.0, 0.15420269570571535)	(14.0, 0.22743688648731228)	(15.0, 0.30530365730489184)	(16.0, 0.38322587123460417)	(17.0, 0.3771887323579247)	(18.0, 0.371555096130656)	(19.0, 0.3757379709237839)	(20.0, 0.3795573853151525)	(21.0, 0.37364653352721994)	(22.0, 0.3687120965474034)	(23.0, 0.3524333827906428)	(24.0, 0.33556943618359186)	(25.0, 0.3301021292927214)	(26.0, 0.35601562386899904)	(27.0, 0.3901655007698892)	(28.0, 0.43680855893803033)	(29.0, 0.48374115335842033)	(30.0, 0.5123313181815522)	(31.0, 0.5406442674440202)	(32.0, 0.6259527359789759)	(33.0, 0.7133711229478733)	(34.0, 0.7946199236055518)	(35.0, 0.8756993147539357)	(36.0, 1.1060623654926998)	(37.0, 1.3394439856698037)	(38.0, 1.5646415864615313)	(39.0, 1.7851326830677658)	(40.0, 1.9816076716018223)	(41.0, 2.1795426620887084)	(42.0, 2.2196773149270417)	(43.0, 2.2619218861993162)	(44.0, 2.4316548136479996)	(45.0, 2.6036516681754382)	(46.0, 2.917835463940262)	(47.0, 3.232635294284339)	(48.0, 3.5133314503209694)	(49.0, 3.791252370578065)	(50.0, 3.685808811820225)	(51.0, 3.569843382448744)	(52.0, 3.3081457328362753)	(53.0, 3.0368502644790456)	(54.0, 3.218340211872773)	(55.0, 3.4078355286238926)	(56.0, 3.718621893684136)	(57.0, 4.03127176334662)	(58.0, 3.4809896349101868)	(59.0, 2.932435483468558)	(60.0, 2.907692454592861)	(61.0, 2.88080870555426)	(62.0, 2.4233999502860093)	(63.0, 1.9650332612470203)	(64.0, 1.712933430379314)	(65.0, 1.4613171866563215)	(66.0, 1.2409985797322776)	(67.0, 1.024009639709096)	(68.0, 0.9878607305985299)	(69.0, 0.9508031704835656)	(70.0, 0.8406931497878838)	(71.0, 0.7307525386014968)	(72.0, 0.6505571570743409)	(73.0, 0.5698689478837826)	(74.0, 0.4366391494287357)	(75.0, 0.21244876517408673)	(76.0, 0.11773960895973012)	(77.0, 0.14697044974528511)	(78.0, 0.17690048977829226)	(79.0, 0.1671763839447836)	(80.0, 0.15719354358798868)	(81.0, 0.12054564646822755)	(82.0, 0.084067158857761)	(83.0, 0.06609743018095092)	(84.0, 0.04802297562566782)	(85.0, 0.04851580328907022)	(86.0, 0.04888234386372576)	(87.0, 0.027773919005621626)	(88.0, 0.006739418297027849)	(89.0, 0.003967262690389337)	(90.0, 0.001370676938837931)	(91.0, 0.0007577225324811932)	(92.0, 0.0001447681261244556)	(93.0, 7.084397661409531e-05)	(94.0, 2.156121027385509e-05)	(95.0, 6.160345792530026e-06)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 3.080172896265013e-06)	(100.0, 6.160345792530026e-06)
Tconv_KO_2	(0.0, 0.01186152647956281)	(1.0, 0.008847580297162733)	(2.0, 0.005833634114762653)	(3.0, 0.013550984593525356)	(4.0, 0.021280108299563057)	(5.0, 0.021091736663163052)	(6.0, 0.020921024867675546)	(7.0, 0.019375788787831756)	(8.0, 0.017798176332981714)	(9.0, 0.023572944311369366)	(10.0, 0.029377145357944518)	(11.0, 0.041482966303463584)	(12.0, 0.05362116362398891)	(13.0, 0.08894967536944608)	(14.0, 0.12432528002400325)	(15.0, 0.17657191936363587)	(16.0, 0.22890097129419348)	(17.0, 0.22918941536243098)	(18.0, 0.22984577278301227)	(19.0, 0.23589721160236243)	(20.0, 0.2417131858762126)	(21.0, 0.24129229300113134)	(22.0, 0.24134232921705004)	(23.0, 0.24294348812645014)	(24.0, 0.24423854312670013)	(25.0, 0.25585577514030666)	(26.0, 0.3124143589694082)	(27.0, 0.3593071232057344)	(28.0, 0.42141089708136104)	(29.0, 0.4838031150252252)	(30.0, 0.5303927186592202)	(31.0, 0.5766879916113401)	(32.0, 0.6778023540626802)	(33.0, 0.7794200219800267)	(34.0, 0.8692703492360102)	(35.0, 0.9600537047535376)	(36.0, 1.1732491908628806)	(37.0, 1.38711280762008)	(38.0, 1.604938115355317)	(39.0, 1.8204941335332976)	(40.0, 2.0280943933801967)	(41.0, 2.2368101665114026)	(42.0, 2.320379477016173)	(43.0, 2.4036691733731628)	(44.0, 2.5668490467114857)	(45.0, 2.7317419246183214)	(46.0, 3.0153884027412663)	(47.0, 3.29943811389838)	(48.0, 3.543020299604499)	(49.0, 3.7883449229473176)	(50.0, 3.733310972050329)	(51.0, 3.6678724315490587)	(52.0, 3.5107439970300858)	(53.0, 3.3525706885904567)	(54.0, 3.4685310906355724)	(55.0, 3.5856894185559187)	(56.0, 3.7660523171021048)	(57.0, 3.9480075446372345)	(58.0, 3.490523479185273)	(59.0, 3.033960668767579)	(60.0, 2.9433627415796333)	(61.0, 2.851799409755137)	(62.0, 2.4249934312750074)	(63.0, 1.9978666323516334)	(64.0, 1.7317004534252456)	(65.0, 1.4651487013056008)	(66.0, 1.2378371156935324)	(67.0, 1.0128919487637391)	(68.0, 0.9410134529430434)	(69.0, 0.868873002815479)	(70.0, 0.7470348170533196)	(71.0, 0.6248934706888288)	(72.0, 0.5475345375716206)	(73.0, 0.4703433729430811)	(74.0, 0.3671863555595284)	(75.0, 0.19006109451396747)	(76.0, 0.1142886037720655)	(77.0, 0.13183071241181593)	(78.0, 0.14971718794936018)	(79.0, 0.13733175285605984)	(80.0, 0.12477560596727201)	(81.0, 0.09787672495071506)	(82.0, 0.0710779163659956)	(83.0, 0.05692944048826399)	(84.0, 0.042848660667363626)	(85.0, 0.040258550666863555)	(86.0, 0.037521275325425985)	(87.0, 0.026477988141475693)	(88.0, 0.015508283627994156)	(89.0, 0.009206663729050242)	(90.0, 0.0029668532733000776)	(91.0, 0.0015540660003000406)	(92.0, 0.00015010864775625392)	(93.0, 7.652597728750201e-05)	(94.0, 1.7659840912500462e-05)	(95.0, 8.829920456250231e-06)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
Tconv_KO_3	(0.0, 0.005595007003070557)	(1.0, 0.004725244937083314)	(2.0, 0.003855482871096071)	(3.0, 0.008301373704980748)	(4.0, 0.012747264538865427)	(5.0, 0.01338125966669212)	(6.0, 0.01402912343794002)	(7.0, 0.013571458205040125)	(8.0, 0.013101905563493482)	(9.0, 0.017672614188169043)	(10.0, 0.022249266517167975)	(11.0, 0.032022697659571324)	(12.0, 0.041823866088817094)	(13.0, 0.0738564699222607)	(14.0, 0.10595049203371253)	(15.0, 0.15336738389082571)	(16.0, 0.2007902194522623)	(17.0, 0.19811753374151791)	(18.0, 0.19570835225577646)	(19.0, 0.20129147185020024)	(20.0, 0.2067121301931185)	(21.0, 0.20520639176453007)	(22.0, 0.2039760449695914)	(23.0, 0.20837240493411466)	(24.0, 0.21285593922871401)	(25.0, 0.22562103488054955)	(26.0, 0.2820921696569377)	(27.0, 0.3273059284448532)	(28.0, 0.389675199144804)	(29.0, 0.45232976765227684)	(30.0, 0.5078360410935038)	(31.0, 0.5630530542576596)	(32.0, 0.662437734248817)	(33.0, 0.7625019777676136)	(34.0, 0.8696729104223925)	(35.0, 0.9772103715104462)	(36.0, 1.1690077663214418)	(37.0, 1.3610349843662743)	(38.0, 1.5750281523555276)	(39.0, 1.7878107858975867)	(40.0, 2.003311673550203)	(41.0, 2.219393062991735)	(42.0, 2.310632886825094)	(43.0, 2.402051021788154)	(44.0, 2.567715929924043)	(45.0, 2.734280318647536)	(46.0, 3.014730044676448)	(47.0, 3.294724086707234)	(48.0, 3.5109580312264)	(49.0, 3.7288403630779148)	(50.0, 3.709012165455135)	(51.0, 3.6829133597711943)	(52.0, 3.573198521666011)	(53.0, 3.463275653909509)	(54.0, 3.5846976082969677)	(55.0, 3.7055232110173133)	(56.0, 3.846890255879245)	(57.0, 3.989887856960555)	(58.0, 3.567407372420269)	(59.0, 3.1449150004713355)	(60.0, 3.0174165990306134)	(61.0, 2.889708186703799)	(62.0, 2.477508329408177)	(63.0, 2.064840900705783)	(64.0, 1.7885061993034215)	(65.0, 1.5123121655700467)	(66.0, 1.2737576300818325)	(67.0, 1.0366910019092366)	(68.0, 0.9455740146318944)	(69.0, 0.8539478500175162)	(70.0, 0.7334392448610831)	(71.0, 0.6130534762606666)	(72.0, 0.531452359605048)	(73.0, 0.44948075204660565)	(74.0, 0.352251655490059)	(75.0, 0.1852692262291551)	(76.0, 0.11384769384470375)	(77.0, 0.12532498689314134)	(78.0, 0.13701625329722045)	(79.0, 0.12382519216887634)	(80.0, 0.11057865646684738)	(81.0, 0.08653835371356901)	(82.0, 0.06251984454280968)	(83.0, 0.04863733247817957)	(84.0, 0.03491728166505507)	(85.0, 0.03276169823044431)	(86.0, 0.03030496711011588)	(87.0, 0.018698893801338497)	(88.0, 0.007273112857036833)	(89.0, 0.004233898713017628)	(90.0, 0.001224403090615299)	(91.0, 0.0006439013016989842)	(92.0, 7.132445188050285e-05)	(93.0, 5.349333891037714e-05)	(94.0, 3.5662225940251424e-05)	(95.0, 1.9812347744584125e-05)	(96.0, 3.962469548916826e-06)	(97.0, 1.981234774458413e-06)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
Tconv_WT_1	(0.0, 0.009491295495044476)	(1.0, 0.0078039540737032355)	(2.0, 0.006116612652361996)	(3.0, 0.012441438909601034)	(4.0, 0.018768969239630683)	(5.0, 0.020064220106333335)	(6.0, 0.02136758319140782)	(7.0, 0.02004258752400845)	(8.0, 0.01876085702125885)	(9.0, 0.025426396450114873)	(10.0, 0.03208652773338967)	(11.0, 0.04663173527408603)	(12.0, 0.06123102427059462)	(13.0, 0.11575865209326466)	(14.0, 0.1704593405745338)	(15.0, 0.22757206198502794)	(16.0, 0.28458202862947884)	(17.0, 0.2818995884211928)	(18.0, 0.2796930650240542)	(19.0, 0.2885461993405145)	(20.0, 0.2970315797574517)	(21.0, 0.29415985445382287)	(22.0, 0.2920290450948214)	(23.0, 0.28713196927102497)	(24.0, 0.2820726490797919)	(25.0, 0.28521748573527245)	(26.0, 0.3245590407658713)	(27.0, 0.36345171971322876)	(28.0, 0.41515629554250094)	(29.0, 0.46722862527129627)	(30.0, 0.5039012604575621)	(31.0, 0.5399762955571029)	(32.0, 0.6304545711309457)	(33.0, 0.7226850858731043)	(34.0, 0.8087259779975545)	(35.0, 0.8947776864131671)	(36.0, 1.118158435572748)	(37.0, 1.3435293823062187)	(38.0, 1.561569587704343)	(39.0, 1.7769219447486)	(40.0, 1.9896838000594517)	(41.0, 2.2028134092698264)	(42.0, 2.267365034927291)	(43.0, 2.332846861624726)	(44.0, 2.508492613811652)	(45.0, 2.6858311155655)	(46.0, 2.9955718374388236)	(47.0, 3.306940411132094)	(48.0, 3.555863831871787)	(49.0, 3.8041085303410354)	(50.0, 3.7389349679417294)	(51.0, 3.6625476156797605)	(52.0, 3.4347051464156717)	(53.0, 3.2014274908424545)	(54.0, 3.351281796752533)	(55.0, 3.5056113431310725)	(56.0, 3.755189149486092)	(57.0, 4.0068220511619765)	(58.0, 3.4967338721594965)	(59.0, 2.987930127732557)	(60.0, 2.9332132148145442)	(61.0, 2.876516920613804)	(62.0, 2.4328407693487293)	(63.0, 1.9885967627976262)	(64.0, 1.7299684248124312)	(65.0, 1.4721269720093042)	(66.0, 1.2488624979797196)	(67.0, 1.0278883736037823)	(68.0, 0.9765353272372896)	(69.0, 0.9248713124998766)	(70.0, 0.8134391768715894)	(71.0, 0.7017744909833098)	(72.0, 0.6191136898471233)	(73.0, 0.5362176343781537)	(74.0, 0.41233594762189374)	(75.0, 0.20502550305691375)	(76.0, 0.11851139819410662)	(77.0, 0.1412256096352387)	(78.0, 0.16450767636239907)	(79.0, 0.1530451118029992)	(80.0, 0.14143111916732515)	(81.0, 0.10904984749975886)	(82.0, 0.07673617765195787)	(83.0, 0.061236432416175844)	(84.0, 0.045733983107603196)	(85.0, 0.04538515771761438)	(86.0, 0.04497954679902274)	(87.0, 0.028333274700021657)	(88.0, 0.011708635183345464)	(89.0, 0.006925130416754673)	(90.0, 0.0022849415080662626)	(91.0, 0.001192496100659434)	(92.0, 0.00010275476604321656)	(93.0, 5.137738302160828e-05)	(94.0, 2.1632582324887694e-05)	(95.0, 1.352036395305481e-05)	(96.0, 5.4081455812219235e-06)	(97.0, 5.4081455812219235e-06)	(98.0, 2.7040727906109617e-06)	(99.0, 0.0)	(100.0, 0.0)
Tconv_WT_2	(0.0, 0.010921480698446858)	(1.0, 0.00857582021575695)	(2.0, 0.006232831328149833)	(3.0, 0.012641987931763828)	(4.0, 0.019053816130460616)	(5.0, 0.019898040176622354)	(6.0, 0.020755622198198053)	(7.0, 0.0196923273552475)	(8.0, 0.0186423904877109)	(9.0, 0.025412212427501593)	(10.0, 0.03218470596237507)	(11.0, 0.04745554345560458)	(12.0, 0.06275309689966199)	(13.0, 0.11945770253188669)	(14.0, 0.1763279470592444)	(15.0, 0.23530340851184084)	(16.0, 0.2943029143201824)	(17.0, 0.296130285356811)	(18.0, 0.29828091939845724)	(19.0, 0.3044496324446201)	(20.0, 0.31049812371205743)	(21.0, 0.3069716182027742)	(22.0, 0.304030192016622)	(23.0, 0.29700389694888346)	(24.0, 0.2896783832318724)	(25.0, 0.29214693708837064)	(26.0, 0.3309571988560657)	(27.0, 0.36982890731066503)	(28.0, 0.4225822238154428)	(29.0, 0.47581642743512287)	(30.0, 0.5145652425159137)	(31.0, 0.5530148389474321)	(32.0, 0.6436967908425842)	(33.0, 0.7355462297889157)	(34.0, 0.8210212428677094)	(35.0, 0.9069985158220677)	(36.0, 1.124661382002244)	(37.0, 1.3436440161533187)	(38.0, 1.5584242312391643)	(39.0, 1.7710244247374531)	(40.0, 1.9665531256567115)	(41.0, 2.163524487920677)	(42.0, 2.244035677335646)	(43.0, 2.324573582701443)	(44.0, 2.498248635843477)	(45.0, 2.6743120949895247)	(46.0, 2.9723098253092064)	(47.0, 3.2710983477733935)	(48.0, 3.5302056684728966)	(49.0, 3.7884821231016512)	(50.0, 3.7301050989475995)	(51.0, 3.6604245559982624)	(52.0, 3.4642145983328922)	(53.0, 3.2619053890935126)	(54.0, 3.3894019212295152)	(55.0, 3.521189035068479)	(56.0, 3.7281655209174938)	(57.0, 3.9379445100083563)	(58.0, 3.4605358119038905)	(59.0, 2.9842839144702724)	(60.0, 2.918300859115517)	(61.0, 2.8509312459127933)	(62.0, 2.4261850300802905)	(63.0, 2.0007896166426695)	(64.0, 1.7414712399316263)	(65.0, 1.4826203923600716)	(66.0, 1.2588903337468784)	(67.0, 1.0373135807704144)	(68.0, 0.9759069677924787)	(69.0, 0.9142839556128369)	(70.0, 0.7988844060117086)	(71.0, 0.6833619630367722)	(72.0, 0.6042693906107646)	(73.0, 0.525024537265038)	(74.0, 0.40700148129260955)	(75.0, 0.20705396210641594)	(76.0, 0.12213731239992538)	(77.0, 0.14252158288161557)	(78.0, 0.1633172790060555)	(79.0, 0.15311712897996202)	(80.0, 0.14277538441448068)	(81.0, 0.11074028777674186)	(82.0, 0.07891357555546069)	(83.0, 0.063415652480194)	(84.0, 0.04790704302459615)	(85.0, 0.048596314555956054)	(86.0, 0.04903979933969924)	(87.0, 0.03462120067787985)	(88.0, 0.020389613671855777)	(89.0, 0.012040879038136004)	(90.0, 0.0037375615208236675)	(91.0, 0.001936906435022987)	(92.0, 0.0002003696312092745)	(93.0, 0.00012022177872556472)	(94.0, 4.808871149022589e-05)	(95.0, 2.4044355745112945e-05)	(96.0, 5.343190165580654e-06)	(97.0, 5.343190165580654e-06)	(98.0, 2.671595082790327e-06)	(99.0, 0.0)	(100.0, 0.0)
Tconv_WT_3	(0.0, 0.008488396951377809)	(1.0, 0.006483653785032618)	(2.0, 0.004478910618687428)	(3.0, 0.010824751769298894)	(4.0, 0.017174899564736022)	(5.0, 0.017965168890244812)	(6.0, 0.018772664795056248)	(7.0, 0.017269645750900564)	(8.0, 0.015745093482616573)	(9.0, 0.021324351854260383)	(10.0, 0.026925143450032496)	(11.0, 0.03749580317461739)	(12.0, 0.048083689478504936)	(13.0, 0.08298473914566158)	(14.0, 0.11795469513002879)	(15.0, 0.17009739735671922)	(16.0, 0.22225947948512512)	(17.0, 0.22590074768522148)	(18.0, 0.2296755218749133)	(19.0, 0.2375265353920933)	(20.0, 0.24519666982659555)	(21.0, 0.2437453305203478)	(22.0, 0.24274834224320727)	(23.0, 0.24616997155719492)	(24.0, 0.2494236417229818)	(25.0, 0.26474237736785794)	(26.0, 0.33378220056802926)	(27.0, 0.38885772792099477)	(28.0, 0.45430365601415196)	(29.0, 0.5198852434193175)	(30.0, 0.5695473182264271)	(31.0, 0.6187313554578885)	(32.0, 0.7254780074291346)	(33.0, 0.8328254363535604)	(34.0, 0.931029858313108)	(35.0, 1.0297037045586523)	(36.0, 1.2343899198326678)	(37.0, 1.4394378932720389)	(38.0, 1.6621108106604272)	(39.0, 1.8837458266458318)	(40.0, 2.0917955315286885)	(41.0, 2.300047648718351)	(42.0, 2.3803148949790205)	(43.0, 2.460519694889718)	(44.0, 2.620877614973205)	(45.0, 2.7826222746905547)	(46.0, 3.050990847001619)	(47.0, 3.3193701859247478)	(48.0, 3.5400426667916167)	(49.0, 3.7620609741665048)	(50.0, 3.708731791290345)	(51.0, 3.6478487533899755)	(52.0, 3.4918082447442136)	(53.0, 3.336426652756778)	(54.0, 3.4442112061310084)	(55.0, 3.5521766385879165)	(56.0, 3.7204372519264917)	(57.0, 3.889630253869822)	(58.0, 3.440352452367216)	(59.0, 2.991694807719506)	(60.0, 2.8844055185002264)	(61.0, 2.7769590367448105)	(62.0, 2.3651490452254555)	(63.0, 1.9528416362287366)	(64.0, 1.6871108838733895)	(65.0, 1.421399511419758)	(66.0, 1.198804113638231)	(67.0, 0.9776794350646677)	(68.0, 0.9047679381662272)	(69.0, 0.8313547171455972)	(70.0, 0.7163070072728895)	(71.0, 0.6013540435863465)	(72.0, 0.5276264374934432)	(73.0, 0.4535650664265511)	(74.0, 0.353780105815986)	(75.0, 0.18181577792734277)	(76.0, 0.10827766420676856)	(77.0, 0.12343920731550807)	(78.0, 0.13877086289486118)	(79.0, 0.12759511957227093)	(80.0, 0.11637415647901123)	(81.0, 0.09048691443196302)	(82.0, 0.0646470454779971)	(83.0, 0.05182831715441716)	(84.0, 0.03908710843769913)	(85.0, 0.03708451859376677)	(86.0, 0.03493765614817477)	(87.0, 0.0236133335790992)	(88.0, 0.012355764004821376)	(89.0, 0.007379435908770103)	(90.0, 0.0024397142937369496)	(91.0, 0.0012596936115058391)	(92.0, 8.613289651321976e-05)	(93.0, 6.67529947977453e-05)	(94.0, 4.5219770669440375e-05)	(95.0, 2.583986895396593e-05)	(96.0, 8.613289651321976e-06)	(97.0, 8.613289651321976e-06)	(98.0, 6.459967238491482e-06)	(99.0, 4.306644825660988e-06)	(100.0, 4.306644825660988e-06)
Treg_KO_1	(0.0, 0.013142715570335374)	(1.0, 0.00927080679887081)	(2.0, 0.005398898027406247)	(3.0, 0.013388373805294911)	(4.0, 0.021386224295739015)	(5.0, 0.020317052659494655)	(6.0, 0.019250672594102108)	(7.0, 0.017277032001870352)	(8.0, 0.01529780826793497)	(9.0, 0.019049679492771577)	(10.0, 0.022812717001015434)	(11.0, 0.03194673682814741)	(12.0, 0.041117047076352956)	(13.0, 0.07219281379873471)	(14.0, 0.10334674450496727)	(15.0, 0.13630682155232277)	(16.0, 0.16928085645393734)	(17.0, 0.16729884114915014)	(18.0, 0.1655234020873971)	(19.0, 0.1695767629642295)	(20.0, 0.17357429242402567)	(21.0, 0.17568471998799623)	(22.0, 0.17821946632144242)	(23.0, 0.18537705398549081)	(24.0, 0.19224431828095068)	(25.0, 0.20644503920412313)	(26.0, 0.2628878102569292)	(27.0, 0.3070532527034619)	(28.0, 0.36679007736140723)	(29.0, 0.42679768439197846)	(30.0, 0.48046284244723064)	(31.0, 0.5336562250285264)	(32.0, 0.6262582133248656)	(33.0, 0.7199600805368191)	(34.0, 0.8217212127979566)	(35.0, 0.9232255205407273)	(36.0, 1.1242772448591478)	(37.0, 1.3268364174375473)	(38.0, 1.5517644472515242)	(39.0, 1.7750482418337827)	(40.0, 1.997195867079354)	(41.0, 2.219097834089965)	(42.0, 2.307663210934583)	(43.0, 2.396315126475607)	(44.0, 2.5834787858062582)	(45.0, 2.771616703364192)	(46.0, 3.057649427553502)	(47.0, 3.3437686904392185)	(48.0, 3.563387152493047)	(49.0, 3.7851858313821416)	(50.0, 3.770920904329377)	(51.0, 3.749671467005377)	(52.0, 3.6094313221228504)	(53.0, 3.467373864615793)	(54.0, 3.5831235584153647)	(55.0, 3.698348436894796)	(56.0, 3.8581212030274585)	(57.0, 4.019236714739844)	(58.0, 3.581942723945048)	(59.0, 3.1452712534502067)	(60.0, 3.0285863834152775)	(61.0, 2.9108993394445473)	(62.0, 2.488040561524477)	(63.0, 2.0651985330295175)	(64.0, 1.7770470065636808)	(65.0, 1.4888061498305865)	(66.0, 1.25850434612687)	(67.0, 1.030025438189387)	(68.0, 0.9573887646252142)	(69.0, 0.8844589761216008)	(70.0, 0.7586819598223166)	(71.0, 0.6331896837499171)	(72.0, 0.5500957857748529)	(73.0, 0.4668958081074197)	(74.0, 0.36847060301419865)	(75.0, 0.19455853051710362)	(76.0, 0.1170254416788507)	(77.0, 0.13163652351723967)	(78.0, 0.1465798022869944)	(79.0, 0.1336436629596932)	(80.0, 0.12061261022343035)	(81.0, 0.09401452314735656)	(82.0, 0.0675113494802444)	(83.0, 0.05412855881665312)	(84.0, 0.04084905627457891)	(85.0, 0.03975755207152005)	(86.0, 0.03846505476713065)	(87.0, 0.02656458822585204)	(88.0, 0.014736702526720567)	(89.0, 0.008740408337026348)	(90.0, 0.0027915708518129506)	(91.0, 0.0014599915554981734)	(92.0, 0.0001647026802569641)	(93.0, 0.00010328812151707917)	(94.0, 5.0248275332633114e-05)	(95.0, 2.791570851812951e-05)	(96.0, 5.583141703625902e-06)	(97.0, 5.583141703625902e-06)	(98.0, 2.791570851812951e-06)	(99.0, 2.791570851812951e-06)	(100.0, 5.583141703625902e-06)
Treg_KO_2	(0.0, 0.009567218320809917)	(1.0, 0.007093585316943754)	(2.0, 0.004619952313077587)	(3.0, 0.011230615785448771)	(4.0, 0.01784396215695647)	(5.0, 0.017033726617729155)	(6.0, 0.016234222675047903)	(7.0, 0.014619117394866306)	(8.0, 0.012993280518138651)	(9.0, 0.016628608848115498)	(10.0, 0.020274668774638405)	(11.0, 0.028752630046023527)	(12.0, 0.03722522551913562)	(13.0, 0.0616288760648695)	(14.0, 0.08608081879506063)	(15.0, 0.12480578493150774)	(16.0, 0.1635602629584565)	(17.0, 0.16368367631873615)	(18.0, 0.16396001492979712)	(19.0, 0.16961288341043268)	(20.0, 0.17524160579883966)	(21.0, 0.17670646872737644)	(22.0, 0.17833498850324062)	(23.0, 0.18442248664399152)	(24.0, 0.1904134004158279)	(25.0, 0.20539739209326016)	(26.0, 0.2662992024921343)	(27.0, 0.31343774032069016)	(28.0, 0.3721342076293495)	(29.0, 0.4310935990533873)	(30.0, 0.48356305746619704)	(31.0, 0.5355066676482501)	(32.0, 0.6278440072296619)	(33.0, 0.7207313411340593)	(34.0, 0.8179220452534256)	(35.0, 0.9155017697475865)	(36.0, 1.1139933794634589)	(37.0, 1.312474257582785)	(38.0, 1.534991229066143)	(39.0, 1.7566630873214986)	(40.0, 1.9841246419134522)	(41.0, 2.212230092298169)	(42.0, 2.2985952984017004)	(43.0, 2.384686848793307)	(44.0, 2.561286001555223)	(45.0, 2.739028069349294)	(46.0, 3.0370203593410716)	(47.0, 3.3357584952927994)	(48.0, 3.5688648696679794)	(49.0, 3.8030148918072633)	(50.0, 3.775303226626207)	(51.0, 3.740599926295395)	(52.0, 3.5984196865558205)	(53.0, 3.456518468326444)	(54.0, 3.582461802491834)	(55.0, 3.7082736745995346)	(56.0, 3.8889696143429076)	(57.0, 4.071079441931224)	(58.0, 3.608276657983374)	(59.0, 3.145828016721545)	(60.0, 3.042810055677669)	(61.0, 2.939204539722897)	(62.0, 2.503509768650388)	(63.0, 2.0673347586324424)	(64.0, 1.7806079621148885)	(65.0, 1.4940689685368906)	(66.0, 1.2606325975679198)	(67.0, 1.0285403590663424)	(68.0, 0.9617388534662735)	(69.0, 0.894470523416451)	(70.0, 0.7666733059477299)	(71.0, 0.6391095007038854)	(72.0, 0.5559449932702157)	(73.0, 0.4723056126893832)	(74.0, 0.3691964330748664)	(75.0, 0.19139265860065563)	(76.0, 0.11526807850119948)	(77.0, 0.13212473377591868)	(78.0, 0.1490404128316412)	(79.0, 0.13701029310351118)	(80.0, 0.12498285627451768)	(81.0, 0.09759850478811642)	(82.0, 0.07028659157840107)	(83.0, 0.05630063837975213)	(84.0, 0.04237102606297)	(85.0, 0.04103225939384938)	(86.0, 0.03956739646531258)	(87.0, 0.029345550755193184)	(88.0, 0.01918004592694058)	(89.0, 0.011571343975786085)	(90.0, 0.004016300007361875)	(91.0, 0.0020846126290715947)	(92.0, 0.00013146205768919966)	(93.0, 5.902378100331413e-05)	(94.0, 5.365798273028557e-06)	(95.0, 5.365798273028557e-06)	(96.0, 5.365798273028557e-06)	(97.0, 2.6828991365142786e-06)	(98.0, 0.0)	(99.0, 2.6828991365142786e-06)	(100.0, 5.365798273028557e-06)
