UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	4
0	4
0	4
0	4
5	47
21	0
10	5
16	28
3	17
0	17
0	108
0	34
0	30
3	28
2	7
0	6
1	175
8	24
1	94
1	19
0	52
30	48
0	60
23	17
6	99
0	72
0	67
29	304
0	268
2	9
0	8
0	69
0	63
17	48
12	95
0	74
6	53
0	91
2	99
0	66
12	265
0	157
10	8
9	109
0	80
0	115
0	51
42	113
16	63
16	72
0	47
0	44
1	26
0	23
1	20
0	60
0	55
73	227
1	105
0	47
4	40
9	46
0	43
0	49
0	8
0	91
5	118
0	47
1	28
19	27
1	30
4	25
2	26
0	17
12	208
0	199
0	108
4	8
1	34
0	30
10	34
0	14
0	13
9	175
8	30
35	101
3	46
0	46
8	49
0	60
32	17
7	85
0	74
25	77
47	101
2	19
0	19
15	89
32	78
23	107
27	96
14	78
2	201
0	128
0	7
5	101
0	76
4	90
28	115
15	63
19	62
0	50
0	43
4	22
0	86
0	45
16	227
8	29
7	43
3	22
0	22
0	0
0	0
12	0
16	0
0	10
0	10
0	10
0	10
3	9
0	0
0	0
0	5
0	0
3	0
0	1
0	1
0	0
0	0
0	2
0	4
15	9
1	9
521	0
267	0
442	0
192	0
346	0
63	7
371	16
148	11
495	33
230	34
132	0
256	0
326	0
94	0
361	0
171	0
0	0
28	0
124	0
81	0
1	0
0	388
92	388
26	39
4414	4450
0	4450
10	30
0	17
0	18
14	29
45	0
3106	8522
7097	8522
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
4	0
0	0
0	0
0	0
2	0
0	0
0	0
0	0
0	0
0	0
183	0
0	0
0	0
0	0
0	0
0	9
2	9
0	0
0	0
0	0
0	0
0	0
0	0
32	30
0	30
476	4427
276	4427
15	0
39	26
0	0
0	46
10	46
0	0
0	0
0	0
0	0
0	0
0	1
0	1
0	2
0	2
0	0
0	4
0	4
0	6
0	6
0	0
2	3
0	1
0	1
0	4
0	5
0	0
0	0
3	0
1	6
0	0
0	0
3	0
0	0
0	0
0	0
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
9	2
0	0
0	0
0	0
0	0
0	0
0	10
0	10
0	6
0	5
2	3
0	3
0	0
0	0
3	0
5	5
1	3
1	6
0	3
0	8
0	2
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	1
0	1
0	0
0	4
0	0
0	0
0	2
0	1
0	12
0	12
0	1
0	4
9	0
0	1
3	8
0	5
0	0
0	3
0	2
0	0
3	2
0	1
0	1
3	7
2	8
0	5
