UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
6	18
0	18
3	7
0	7
13	75
22	0
4	6
25	46
3	27
0	27
0	222
0	47
0	45
18	82
0	22
0	20
6	265
16	53
2	174
8	37
0	118
38	140
0	89
49	35
7	162
0	129
3	140
82	601
0	543
0	27
0	20
0	166
0	145
25	58
19	182
0	164
16	136
0	197
2	194
0	140
34	566
0	372
11	13
15	223
0	166
0	215
0	118
75	187
32	105
33	150
0	62
0	84
0	66
0	62
2	50
0	145
0	125
99	473
9	163
0	95
11	87
24	141
0	140
1	89
0	22
0	201
6	221
0	62
0	49
27	49
2	78
2	67
5	65
0	42
31	423
0	410
0	222
17	10
2	45
0	43
11	90
2	37
0	35
17	265
13	61
31	181
8	95
0	93
11	107
0	89
51	34
5	173
0	157
54	124
78	182
0	26
0	19
31	191
61	105
47	182
21	183
14	162
7	442
0	298
2	13
9	212
0	158
13	196
67	192
23	105
26	124
1	57
0	28
11	67
0	196
0	110
36	458
9	44
12	74
2	64
0	64
0	5
0	5
29	0
68	0
0	25
0	25
0	27
0	27
11	26
0	0
0	0
2	3
1	0
5	0
0	0
0	0
0	0
0	0
0	3
0	3
20	4
1	4
1004	0
492	0
959	0
415	0
763	0
207	12
634	24
337	16
936	98
526	93
223	0
613	0
747	0
214	0
730	0
372	0
1	0
82	0
306	0
148	0
41	0
0	710
135	710
32	38
8786	8815
0	8815
13	40
0	28
0	34
36	43
17	0
5726	18755
13916	18755
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	0
0	0
2	0
0	0
0	0
0	0
0	0
0	0
361	0
0	4
0	4
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
56	42
0	42
1014	9601
527	9601
18	0
24	37
0	0
0	78
17	78
0	4
0	0
0	2
0	0
0	0
0	3
0	3
0	4
0	4
0	0
0	2
0	2
0	7
0	7
0	0
0	2
0	4
0	4
11	7
4	15
0	0
0	0
3	0
6	15
0	0
2	0
2	0
0	0
0	1
0	1
0	1
0	1
0	2
0	2
7	3
0	1
0	1
1	3
1	1
0	1
0	0
0	1
0	0
0	2
0	2
0	0
0	0
0	2
0	2
0	1
0	1
0	2
0	2
0	0
0	0
1	0
0	0
0	8
0	0
0	5
0	0
6	32
0	32
1	1
0	1
0	0
0	0
0	0
0	1
0	1
0	0
0	2
0	2
2	0
0	4
0	5
0	2
0	6
0	5
1	5
0	5
0	0
2	6
12	0
0	1
8	7
1	5
2	5
0	4
0	3
0	0
4	3
0	1
0	1
7	7
0	5
0	11
